name
Kendra Elliot
Edward Abbey
Gore Vidal
Maria Teresa Marenco
Paolo Giordano
Shaun Whiteside
Omar Khayyám
Edward FitzGerald
Forrest Carter
Patricia Crampton
Don Barr
Frederick Douglass
Anil Sinha
Heinrich Böll
Leila Vennewitz
Susan Cooper
Stefan Zweig
Peter Gay
Joel Rotenberg
Theodore Taylor
Mira Grant
Jane Smiley
Fred Marcellino
Katherine Arden
George Bernard Shaw
Åsne Seierstad
Ingrid Christopherson
Nathanael West
Jessica Shirvington
Tetsuko Kuroyanagi
Chihiro Iwasaki
Dorothy Britton
MaryJanice Davidson
Jay Crownover
Jean Craighead George
Bernard Cornwell
Christopher Pike
Kristen Britain
Adam Silvera
Mahbod Seraji
Annette Curtis Klause
Sarah Rees Brennan
Maureen Johnson
Cassandra Jean
Chris Cleave
Heather Brewer
Z Brewer
Sam McBratney
Anita Jeram
Tina Reber
Oliver Harris
Rachel Vincent
Leslye Walton
Jakub Lasak
Tim Winton
Eiji Yoshikawa
Charles Terry
Edwin O. Reischauer
Riley Banks
Robertson Davies
Angel Sefer
Lisa Renee Jones
James Hilton
Ryū Murakami
Ralph McCarthy
Keri Hulme
Kathy Reichs
Brendan Reichs
Michael Connelly
Benjamin Hoff
Mark Lawrence
Nahum N. Glatzer
Willa Muir
Edwin Muir
Tania Stern
James Stern
Ernst Kaiser
Tricia Copeland
M. Ageyev
Natsuo Kirino
Stephen Snyder
Steven Hall
Richard Sprout
Larissa Ione
G.M.A. Grube
John M. Cooper
Margaret Leroy
G.K. Chesterton
Walter Farley
Keith Ward
A.F. Knott
Terry Hayes
Nora Sakavic
Neil Smith
Molly McAdams
Herodotus
Aubrey de Sélincourt
John M. Marincola
Introduction
Notes)
Aeschylus
William Bedell Stanford
Susanna Kearsley
R.L. Mathewson
C.S. Pacat
Mark M. Bello
Marcus Luttrell
Patrick Robinson
Robert Greene
Joost Elffers
Mark Harman
Chuck Klosterman
Denis Johnson
Martin Amis
Ann Aguirre
Michel de Montaigne
M.A. Screech
Karen
Briana Paddock
Bryan Brueggeman
Jamie Ford
Brian K. Vaughan
Fiona Staples
Paul Bowles
Simon W. Clark
Robin Sloan
Cece Whittaker
Shaun David Hutchinson
Halldór Laxness
James Anderson Thompson
B.Q. Hanson
Hannah Kent
Adam Johnson
A.V. Lebrón
Victoria Schwab
Dan Wells
Melinda Leigh
Seth Grahame-Smith
Tarryn Fisher
Robert Fulghum
James Chalk
Megan Abbott
Trevor Noah
James Dickey
Jessica Verday
Thomas Malory
Keith Baines
Dmitry Glukhovsky
Dorothy Parker
Brendan Gill
Del Roy
Chris Bachalo
Michael Zulli
Kelly Jones
Charles Vess
Colleen Doran
Kris Kelkar
M.R. Carey
Jennifer Echols
Angela Carter
Gabrielle Charbonnet
Carlo Collodi
Gioia Fiammenghi
John Boyne
Ahlam Mosteghanemi
أحلام مستغانمي
Ron Hall
Denver Moore
Craig Thompson
Henry David Thoreau
Michael Morpurgo
Teri Terry
Emma McLaughlin
Nicola Kraus
James W. Loewen
Andrzej Sapkowski
Lloyd C. Douglas
Alan Lightman
Celeste Ng
Jamie McHone
Dave Cullen
P.G. Wodehouse
Jessica Day George
Shari Lapena
Eowyn Ivey
Mya Robarts
Nancy Andrew
René Huigen
Frans Thomése
C.J. Daugherty
Eleanor Catton
Darin C. Brown
Jennifer Lynn Barnes
Snehlata Agarwala
Veronica Blade
David Dukes
Gary Jennings
Simin Daneshvar
Joaquín Rodríguez Vargas
Stephen E. Robinson
Heather Dixon Wallwork
Timothy Zahn
B.A. Paris
Mercedes Lackey
Nate Taylor
Jeet Thayil
Michael J. Sullivan
Tony Kushner
K.J. Soze
J.M. Darhower
Raina Telgemeier
Antonia Michaelis
Charles Portis
Adam Smith
Meagan Spooner
Michael Stephen Daigle
William Kotzwinkle
Michel Houellebecq
Frank Wynne
Helene Wecker
Danielle Simmons
D.M. Simmons
Tana French
T. Coraghessan Boyle
Brom
John Crowley
Michelle Paver
Geoff Taylor
Ashlee Vance
Jean Sasson
Katherine Applegate
Patricia Castelao
Susan Hill
John Lawrence
Miquel Reina
Catherine E. Nelson
Mindy Kaling
Christian Warren Freed
أحمد خالد توفيق
Aporva Kala
Guillermo del Toro
Chuck Hogan
Sylvia Plath
Ginger Baum
Николай Теллалов
Атанас П. Славов
Бранимир Събев
Kalin M. Nenov
Ангѣлъ Петровъ
Hugh Howey
Minnie Goode
Camilla Isley
D.J. MacHale
Soman Chainani
Iacopo Bruno
Jordan B. Peterson
Norman Doidge
Ethan Van Sciver
Christopher McDougall
Brian L. Weiss
Zack Love
Joseph Delaney
Patrick Arrasmith
Lisa Wingate
Belle Aurora
Lee Matthew Goldberg
Beatrix Potter
K.A. Tucker
Sally Green
Johann David Wyss
Scott McKowen
Arthur Pober
Machado de Assis
Jessica Park
Danielle DeVor
Robert Bloch
Piers Anthony
Othen Donald Dale Cummings
Ian Fleming
Martin Cruz Smith
Cynthia Holloway
Grahame Shannon
Paula McLain
Beth Fantaskey
Aram Saroyan
Tom Parker
Grover Gardner
Kasie West
Douglas Preston
Lincoln Child
Sara Donati
Lucian Bane
Otfried Preußler
Hannah Hurnard
Robert Mighall
Anne Michaud
Kathleen Winsor
Alcoholics Anonymous
Edward P. Jones
Carolyn M. Bowen
Victoria Hislop
Richard K. Morgan
Sebastian Junger
Stephen R. Donaldson
Gemma Malley
Robert Harris
Edgar Rice Burroughs
Kerri Maniscalco
Anna Halabi
Kirk St Moritz
Guy de Maupassant
Alev Özgüner
David Mazzucchelli
Richmond Lewis
Dennis O'Neil
G.D. Falksen
Justina Chen
G.B. Trudeau
Roy Huff
Mimi Jean Pamfiloff
Jim Thompson
Annie Dillard
أحمد مراد
Robert Kirkman
Tony Moore
Andreas Mergenthaler
Frank Darabont
Charles Adlard
Sina Grace
Hardy Hellstern
Charlie Adlard
Steve Toltz
Lionel Trilling
Mark T. Sullivan
Alessandro Baricco
Alastair McEwen
Emem Uko
Iain Pears
Caroline Kepnes
Ildefonso Falcones
Pia Guerra
Goran Sudžuka
José Marzán Jr.
Susan Elizabeth Phillips
Christiane F.
Kai Hermann
Horst Rieck
Osamu Dazai
Donald Keene
Colleen McCullough
Amish Tripathi
Mandy Stadtmiller
George R. Stewart
Christopher Paul Curtis
Daniel Suarez
Gertrude Chandler Warner
L. Kate Deal
Conn Iggulden
Giuseppe Tomasi di Lampedusa
Archibald Colquhoun
Benedict Freedman
Nancy Freedman
Karen Hesse
Danusia Stok
Benito Taibo
Barack Obama
Margot Paronis
S.E. Hinton
Anna Banks
Alissa Nutting
Stephanie M. Allen
Kristen Ashley
Randy Loubier
Naomi Klein
Ernesto Che Guevara
Aleida Guevara March
Anthony Marra
Charles Duhigg
Nick Cave
Julia Alvarez
Kelly Braffet
Mary Ramsey
Christopher Roden
Owen Dudley Edwards
Rick Bragg
Giovanni Pontiero
Cora Carmack
Sidney Rigdon
Jennifer Estep
Tatyana K. Varenko
Lane T. Dennis
Wayne Grudem
Harper Lee
Thucydides
Moses I. Finley
Retta Bono
Kate Mosse
Susan Kay
Cristiane Serruya
Laura Gallego García
Maria Semple
Elizabeth Wurtzel
William Boyd
Louise Rennison
Suzanne Young
Erich Fromm
Peter D. Kramer
Lê Phương Anh
Rainer Funk
Gail Tsukiyama
Éric-Emmanuel Schmitt
Jasinda Wilder
Lili Anolik
Donald Miller
Mark Helprin
Louise Maude
Claire North
Jessica O'Gorek
Oliver Sacks
Pete Hamill
Ilan Stavans
Barry Lyga
Yasunari Kawabata
Edward G. Seidensticker
Rosamund Hodge
Jeph Loeb
Gregory Wright
Richard Starkings
Banana Yoshimoto
Megan Backus
Karen Thompson Walker
Jonathan Littell
Charlotte Mandell
Dietrich Bonhoeffer
Chelsea M. Cameron
Brian Courtney
M.J. Santley
Olivia Cunning
Vernor Vinge
Курт Воннегут
Jane Green
L.A. Meyer
Elizabeth Haynes
James S.A. Corey
Jana Oliver
Jennifer Probst
Chad Harbach
Laurie Faria Stolarz
Gail Harvey
Aaron Asher
Serena Vitale
Per Petterson
Anne Born
Micah Sparks
Poppy Z. Brite
Arturo Pérez-Reverte
Sonia Soto
Haley Riordan
Antonio Caparo
Steve James
Joann Hill
Francesca Zappia
Guido Waldman
Beth Hoffman
Jenna Lamia
Emmy Laybourne
村上 春樹
Anne Fadiman
Lang Leav
Kent Haruf
Daniel James Brown
Anna Gavalda
James Anderson
Ellen Schreiber
James Grady
Ilyana Kadushin
Karsten Kredel
Matt Walters
Lisa Kleypas
Sadegh Hedayat
D.P. Costello
Matt Haig
Karl Marlantes
Timothy Miller
Deepak Chaswal
Victor Noble
Daniel Kelly
C.M. Meridian
Patricia C. Wrede
Peter de Sève
Colm Tóibín
Avery Aster
W.G. Sebald
Michael Hulse
Italo Svevo
Aleatha Romig
Jesse Andrews
Carolyn Keene
Russell H. Tandy
Sara Paretsky
Robert Muchamore
Jonathan Maberry
Ted Dekker
Jill Thompson
Vince Locke
Christopher Shields
Amin Maalouf
Russell Harris
Gleb Tsipursky
Lali A. Love
Max Frisch
Margaret George
Amy Harmon
Tiffany Reisz
Allie Brosh
J.P. Ronald
Dennis Cooper
Curtis Sittenfeld
Patricia McCormick
Vasily Grossman
Robert Chandler
Penelope Ward
Lauren Klever
Rainer Maria Rilke
Reginald Snell
Franz Xaver Kappus
Julianne Donaldson
Lorraine Hansberry
C.J. Redwine
Cory Doctorow
Frauke Meier
Neale Donald Walsch
Benjamin Franklin
Lewis Gaston Leary
Gerald Durrell
Lee Strobel
Paul Scott
Mariam Petrosyan
Yuri Machkasov
Michael Buckley
Peter Ferguson
Marjorie Kinnan Rawlings
Rodman Philbrick
Vincent van Gogh
Leo Jansen
Hans Luijten
Nienke Bakker
Arthur Schurig
Charles Kenneth Scott Moncrieff
Robert Andrew Parker
Edith Pattou
Katherine Allred
Amelia Atwater-Rhodes
Andrew Smith
Behcet Kaya
Nelson DeMille
N.H. Kleinbaum
Tom Schulman
Suzan Cenani Alioğlu
Nuten Hatırnaz
Alija Izetbegović
محمد يوسف عدس
عبد الوهاب المسيري
Masashi Kishimoto
Katy Bridges
Catherynne M. Valente
Lynn Flewelling
Mohsin Hamid
Lisa Gillis
Ingrid Law
Yukio Mishima
Ivan Morris
Frank Beddor
Bryn Greenwood
Mario Benedetti
Kate Quinn
Joseph Boyden
Rumi
Coleman Barks
Scott Brick
Matthew Gregory Lewis
Andrea Hirata
Marya Hornbacher
Bree Despain
K. Bromberg
Tiffanie DeBartolo
N.K. Jemisin
Aaron-Michael Hall
Chris Moore
Jeff Smith
Peter Glassman
Sara Raasch
Jenny Lawson
Anne Frasier
Ingri d'Aulaire
Edgar Parin d'Aulaire
Clarissa Pinkola Estés
Kevin Hearne
Enid Blyton
Joss Stirling
M.G. Wells
Nicholas Bethell
David Burg
Shanna Ehrlich
Brittany Aldana
Elizabeth Hunter
Joshua Rem
Eran Gadot
Nancy Horan
Ann Leckie
Georges Perec
David Bellos
Oliviu Crâznic
Glenn Beck
Jan Karon
A.P.J. Abdul Kalam
Arun Tiwari
Carol Wyer
David McRaney
Howard J. Ross
C.G. Jung
Aniela Jaffé
Douglas Coupland
Sam Harris
Joan Didion
J.R. Moehringer
Ernest Mandel
Ben Fowkes
A. Meredith Walters
Mary Kubica
Chevy Stevens
Alexis de Tocqueville
Isaac Kramnick
Gerald Bevan
Mara Powers
Jenna Blum
Jayde Scott
Tess Gerritsen
Christina Mercer
Lisa Tawn Bergren
Meša Selimović
Bogdan Rakić
Stephen M. Dickey
Alexandra Ripley
Slavomir Rawicz
Bill Morgenstein
Mary E. Pearson
James M. Cain
Tamara Ireland Stone
Yaa Gyasi
Stephen Westaby
Rebecca Maizel
Aristotle
James Alexander Kerr Thomson
Jonathan Barnes
Hugh Tredennick
Jonathan Tropper
Kevin Williamson
Julie Plec
Gary D. Schmidt
Shin Kyung-sook
Chi-Young Kim
Carol Shields
Viet Thanh Nguyen
Tanya Thompson
Hannah Green
Joanne Greenberg
T.E. Lawrence
Pam Muñoz Ryan
Anna Carey
Jeanne Birdsall
Ava Dellaira
Dạ Oanh
Jess Rothenberg
Dino Buzzati
Stuart Hood
Hülya Tufan
Frances Mayes
Tina Traverse
Betty Friedan
Anna Quindlen
Dorothea Frede
Alexander Nehamas
Paul Woodruff
Anthony Kenny
Rosamond Kent Sprague
Andrew R. MacAndrew
Afterword)
Ben Marcus
Simon Holt
Sylvia Nasar
Jean Giono
Adolf Hitler
Serpil Yener
Sally Rooney
Dmitri Nabokov
Owen King
James Ellroy
Don Winslow
علاء الأسواني
Alaa Al Aswany
Jay Anson
Robyn Schneider
Oswald Chambers
Kingsley Amis
David Lodge
Mikhail Sholokhov
TK
Keigo Higashino
Alexander O. Smith
Barbara Taylor Bradford
Karen Chance
Jaroslav Hašek
Josef Lada
Lumír Nahodil
Cecil Parrott
Christopher Marlowe
Wayne McLoughlin
Erika Johansen
Gene Wolfe
Ernest J. Gaines
Hector Malot
Florence Crewe-Jones
افسون مهدویان
حسین بکائی
Anna Godbersen
Richard Paul Evans
Sabaa Tahir
Raine Miller
Benjamin Graham
Jason Zweig
Warren Buffett
Randall Munroe
Jennings Michael Burch
Sei Shōnagon
Editor)
Immaculée Ilibagiza
Steve Erwin
Immanuel Kant
Paul Guyer
Allen W. Wood
Betty Mahmoody
David Frankland
Dan Millman
Liu Cixin
Ken Liu
Lauren Willig
Angelo Tsanatelis
Chris Titus
Anastacia Moore
Donnie Smith
Don Phelan
Nikolas Schreck
Charles Manson
Zeena Schreck
Jaeson D. Rau
Lord Byron
Truman Guy Steffan
Peter J. Manning
Susan J. Wolfson
Ben Aaronovitch
Brett Axel
Terra Bidlespacher
James Rollins
Ramzy Sweis
Anton Chekhov
Ben Sherwood
Gail McHugh
Anthony Bourdain
Amanda Hopkinson
Nick Caistor
P.H. Wilson
Mihaly Csikszentmihalyi
Mary Dows Herter Norton
Tite Kubo
Téa Obreht
Heather Gudenkauf
Julie Myerson
John D. Simons
Monarch Notes
Kimberly Brubaker Bradley
Mark Carwardine
Bob Atkinson
Mary Norton
Beth Krush
Joe Krush
Kathy Acker
Klaus Mann
John Corey Whaley
Robert P. Murphy
رحاب صلاح الدين
James E. Talmage
Angelika Eisold-Viebig
John Nathan
Loung Ung
Janet E. Morris
Kaye Gibbons
Paolo Bacigalupi
Mary Roach
Young Kim
أثير عبدالله النشمي
Clifford E. Landers
Emily M. Danforth
Tayeb Salih
Denys Johnson-Davies
الطيب صالح
Victoria Forester
O.E. Rølvaag
Lincoln Colcord
Honoré de Balzac
Mehmet Can
Robert S. Levine
Robert B. Cialdini
Patrick deWitt
Robert DeMott
Sapphire
Tui T. Sutherland
Karel Čapek
Ewald Osers
Δημοσθένης Κούρτοβικ
Charlie Higson
Luo Guanzhong
Moss Roberts
Justin Halpern
Edward Eager
N.M. Bodecker
Michael D. Coogan
Marc Zvi Brettler
Pheme Perkins
Carol A. Newsom
Anaïs Nin
Betty MacDonald
Alexandra Boiger
Julie James
Cynthia Marshall
Françoise Sagan
Teresa Driscoll
Elizabeth Knowelden
John Barth
David V. Erdman
Lori Gottlieb
Thomas Berger
Elaine Hedges
Inga Moore
Giada Riondino
Dave Ramsey
Sarah Ockler
Leslie Feinberg
Amy A. Bartol
Mary Ting
Tara Sivec
Simon Jones
Megan McCafferty
Zoe Sugg
Siobhan Curham
Rae Carson
Lisa Gray
Gerald N. Lund
Tim Powers
Glen Orbik
Max Werner
Bohumil Hrabal
أمين معلوف
نهلة بيضون
Jackson Pearce
Jean Kwok
Cecilia Bernard
Elizabeth Moon
Ronald de Leeuw
Arnold J. Pomerans
Nick Harkaway
Cate Tiernan
Byron Glaser
I.M. Nobody
Christine Feehan
Li Cunxin
Adolfo Bioy Casares
Ruth L.C. Simms
Suzanne Jill Levine
Norah Borges de Torre
Anita Shreve
Sue Grafton
Jerome Lawrence
Robert E. Lee
Julie Garwood
Scarlett Thomas
Marlo Lanz
Seanan McGuire
Malinda Lo
Marisa de los Santos
Thomas à Kempis
William Benham
Lyn I. Kelly
Alison Weir
D.B.C. Pierre
John Shors
J. Sheridan Le Fanu
Tessa Dawn
Lynsay Sands
Perie Wolford
Rick Chiantaretto
حسام السعيد عامر
James Hudson
Bill Courtney
Samantha Towle
Melissa Landers
Chris Kyle
Scott McEwen
Jim DeFelice
Alwyn Hamilton
NaRae Lee
Scott Smith
Adrienne Woods
Peter de Jonge
Julie Anne Peters
C.J. Bott
Nicole Williams
Yuval Noah Harari
Roddy Doyle
Léon Mercadet
Michael Marshall Smith
Svetlana Alexievich
Keith Gessen
Alma Lapinskienė
Victoria Selman
William Diehl
Arwen Elys Dayton
Vikas Swarup
Leslie Marmon Silko
Luigi Pirandello
Charles Simic
Reşat Nuri Güntekin
B. Kristin McMichael
Cynthia Voigt
Caragh M. O'Brien
Katie Kacvinsky
Katie Ray
Tim Ward
Barbara Demick
Oğuz Atay
Scott Fischer
James Bowen
Heinrich Harrer
Monica Drake
Lisa Schroeder
Kelli Sullivan
Becky Chambers
Les Edwards
Stephen Jones
Jerry N. Uelsmann
Michelle Moran
Rob Buyea
Jessica Warman
Marian Keyes
J.D. Robb
Tobias Wolff
John Twelve Hawks
Niccolò Ammaniti
Jonathan Hunt
Anne Carson
Jude Watson
Bernard Malamud
Larry Taylor
Isobelle Carmody
Bette Greene
Rachel Ward
Dan Howell
Phil Lester
Ravinder Singh
Shūsaku Endō
William Johnston
Jim Henry
Paul Zindel
Jack Ketchum
David Wyatt
Pedro Calderón de la Barca
Ciriaco Morón Arroyo
Amy Bloom
Pierre A. Walker
Paul Kid
Brené Brown
Luis Sepúlveda
Chris Sheban
Bryan Stevenson
Catherine Anderson
Nancy Garden
Thea Harrison
Vicki Myron
Bret Witter
Colin Meloy
Carson Ellis
J. Sterling
Wendell Berry
A.S. King
Jan-Philipp Sendker
Kevin Wiliarty
Kim Holden
Nassim Nicholas Taleb
Ferenc Molnár
Anne Fortier
Sinclair Lewis
Kevin Kwan
Michael William Kaluta
H. Rider Haggard
Eva Ibbotson
Sister Souljah
Bryan Lee O'Malley
Artist)
Clare Mackintosh
Edmund White
João Guimarães Rosa
Joseph Murphy
Ian McMahan
Nisargadatta Maharaj
Sudhaker S. Dikshit
Maurice Frydman
Naomi Alderman
Tony Robbins
Anthony Robbins
Frederick L. Covan
Demi Lovato
Kiran Desai
Shilpi Somaya Gowda
Edward Albee
Tillie Cole
Elizabeth Eulberg
Janne Teller
Martin Aitken
Mathias Malzieu
Mario Puzo
Ford Madox Ford
Kenneth Womack
William Baker
Karin Slaughter
Rachel Renée Russell
Quinn Loftis
Melissa Albert
Craig Silvey
Jonathan Coe
Brodi Ashton
Dot Hutchison
Wayne Thomas Batson
Antoine de Saint-Exupéry
Lewis Galantière
CLAMP
Anthony Gerard
Deborah Howe
James Howe
Alan Daniel
Carlos Castañeda
Taran Matharu
David Baldacci
Katie Davis
Beth Clark
Katie Davis Majors
Andrea Levy
Lew Wallace
H.L. Mencken
Natsume Sōseki
Edwin McClellan
Elif Shafak
Daniel Glattauer
Nina LaCour
Philip José Farmer
Lynda Mullaly Hunt
Richard Allen Cave
Paul Wilson
Amy Poehler
Lisi Harrison
Laurann Dohner
Betty Edwards
Julia Quinn
Lee M. Hollander
Erlend Loe
Tor Ketil Solberg
Khushwant Singh
راتب جبر
Suzanne Wright
Luke Rhinehart
Yana Toboso
Tomo Kimura
Lisa Williamson
Neil deGrasse Tyson
Stephen Tesher
Marc Hempel
Richard Case
D'Israeli
Teddy Kristiansen
Glyn Dillon
Dean Ormston
C.L. Wilson
Reynold Alleyne Nicholson
Timothy Ferriss
Elizabeth Goudge
Laural Merlington
Michael Lewis
Guy Sajer
Adeline Yen Mah
Meg Rosoff
Nely Cab
Alexander Gordon Smith
Non Nomen
Richard Belzer
David Wayne
Jesse Ventura
Sandy Klein Bernstein
Mary Williams
Taylor Ann Bunker
Nikki Moyes
Amy Croucher Rose
Norman Page
Aristophanes
Sarah Ruden
David Díaz
Jasmine Warga
Paul Harbridge
Matt James
Lisa Jewell
Eric S. Nylund
Alain Damasio
Seneca
Robin Campbell
Huda Aweys
Shalini Boland
Philip Reeve
Simon Beckett
Mark Barkawitz
Adam McCauley
Michael Neill
Pawan Mishra
Jeremy Forsyth
James Jones
Amelia Hutchins
George MacDonald Fraser
Gino D'Achille
Eiichiro Oda
Andy Nakatani
Tony DiTerlizzi
Holly Goldberg Sloan
Truddi Chase
Robert A. Phillips Jr.
Lucio Agustine Rosenkreutz Crăciunescu
Richard Powers
Nathaniel Philbrick
Abigail Gibbs
James J. Helm
John Steakley
Kylie Scott
Mykhaella Caponi
Lorenzo Carcaterra
Goran Skrobonja
Ludwig Wittgenstein
David Pears
Brian McGuinness
Bertrand Russell
Gene Luen Yang
Rachel Joyce
Lynn Raven
Kathi Appelt
David Small
Patricia H. Graham
Verna C. Humphrey
Matt Wagner
George Pratt
Dick Giordano
Kelley Jones
P. Craig Russell
Gene Stratton-Porter
Sam B. Miller II
Anthony Hope
Donald Ray Pollock
Guillaume Musso
John Maher
Judy Groves
Richard Appignanesi
Nora Roberts
Daniel Handler
Maira Kalman
E. Nesbit
Christina Schwarz
Frank Warren
Molly Harper
Craig Clevenger
Mary Burton
Heather Vogel Frederick
Ilsa J. Bick
Samuel R. Delany
Miranda Kenneally
Angus Wilson
Richard Lancelyn Green
Michael E. Roloff
Philip Gourevitch
Cat Patrick
James O'Barr
Hans Rosling
Ola Rosling
Anna Rosling Rönnlund
John Verdon
Siri Hustvedt
Malika Oufkir
Michèle Fitoussi
Janette Sebring Lowrey
Gustaf Tenggren
Brian McKinley
Kass Morgan
Karen Joy Fowler
Bryan Talbot
Mark Buckingham
John Watkiss
Ellen Marriage
George Saintsbury
Elena Ferrante
Ann Goldstein
Christelle Dabos
Rolf Margenau
Robert A. Caro
Michael West
Celia Rees
David Allen
Karen Armstrong
Tove Jansson
Thomas Warburton
Väinö Linna
Sharon Shinn
Danielle Steel
Scott Turow
Ágota Kristóf
Alan Sheridan
David Watson
Marc Romano
Władysław Szpilman
Barry Eisler
Georgia Cates
Ted Chiang
Shelly Fisher Fishkin
David Gemmell
Christopher Gill
Kim Stanley Robinson
Jeyn Roberts
Ruth Ware
E. Lockhart
Sándor Márai
Katherine Howe
George MacDonald
Lucy Mack Smith
Tracy Kidder
Karl Wiggins
Amanda Lamb
Marie Kondō
Cathy Hirano
Robert Flynn III
Miguel de Unamuno
Sue Townsend
Clare Vanderpool
Miyamoto Musashi
Victor Harris
François Rabelais
Dee Lestari
James Grieve
Christopher Prendergast
Sarah Weeks
Madeleine Urban
Abigail Roux
Bess Streeter Aldrich
Carl Hiaasen
Miranda July
Cressida Cowell
Trevanian
Gisela Stege
Baruch Spinoza
Edwin M. Curley
Stuart Hampshire
Edwin Curley
Johan Harstad
Tara F. Chace
C. Rajagopalachari
Janny Wurts
Jorge Amado
Maxine Paetro
Genevieve Cogman
D.M. Thomas
Robert Goolrick
Peter F. Hamilton
Marta García Martínez
Paul Hoffman
William Gaddis
Frederick R. Karl
Milorad Pavić
Christina Pribićević-Zorić
Marilyn Manson
Neil Strauss
Kelly Keaton
A.S.A. Harrison
Francis Chan
Danae Yankoski
Chris Tomlin
Siri Pettersen
Henry Roth
Alfred Kazin
Hana Wirth-Nesher
Alain-Fournier
Frank DalDavison
Ezra Jack Keats
Daniel O'Malley
Tara Hudson
Sara Wolf
Arash Hejazi
Oriana Fallaci
Elias Canetti
C.V. Wedgwood
Thomas Merton
Robert Giroux
William H. Shannon
Matsuri Hino
G.A. Aiken
Darrell K. Sweet
Sally Nicholls
Mildred Benson
Travis Luedke
Lucasta Miller
Jessica Cox
Firoozeh Dumas
Hans Fallada
Michael Hofmann
Geoff Wilkes
Robert B. Leighton
Matthew L. Sands
Paulo Freire
Myra Bergman Ramos
Donaldo Macedo
Richard Shaull
Leigh Eddings
Eoin Dempsey
Lorelei King
Doug Wheatley
Joyce Meyer
Cynthia Kadohata
Vivian Vande Velde
Vera Brittain
Mark Bostridge
Pat Barker
Brother Lawrence
Katie Alender
Kenneth Branagh
Joshua Harris
René Goscinny
Jean-Jacques Sempé
Thanhha Lai
John Sandford
Darrius Garrett
Melissa Petreshock
Jen Knox
Erin Lockwood
John Berger
Al Stone
Edward W. Said
Andrew Clements
Karen Ann Hopkins
Gary Chalk
P.I. Alltraine
Diane Ackerman
Chetan Bhagat
Adam Gidwitz
Arthur Schnitzler
J.M.Q. Davies
Frederic Raphael
Max Barry
Elizabeth Scott
Joe Connolly
Cathy Connolly
Chanda Hahn
Chelsea Luna
Rucy Ban
Jennifer Loren
Michael Herr
Rebekah McClew
Max Lane
Will Durant
Samuel Putnam
Laura Wiess
Ben Wickey
Anne Michaels
Deepak Chopra
Jordan Sonnenblick
C.D. Payne
Bill Konigsberg
Stephen Briggs
Brent LeVasseur
Leonard Mlodinow
O.L. Ramos
Stephen Fry
Arthur Rimbaud
Paul Schmidt
İhsan Oktay Anar
Linda Sue Park
Colson Whitehead
Glendy Vanderah
Torey L. Hayden
John Banville
Solomon Northup
Orhan Pamuk
Maureen Freely
Clive Cussler
Gavin de Becker
Andrew R. Williams
Edward Dennis Goy
Jasna Levinger-Goy
Christine Zolendz
Helen Dunmore
Siobhan Vivian
Frank Schätzing
Sally-Ann Spencer
James Faro
Ann M. Martin
Charles C. Mann
Kristen Simmons
Allan Curless
Kirsten Miller
Michelle Leighton
Frederik Pohl
Louise Penny
Helen Hooven Santmyer
Gary Gianni
David Goggins
Shawn McManus
Stan Woch
E.H. Gombrich
Pascal Mercier
Barbara Harshav
Jez Jones
David Grann
Cara Lynn Shultz
Stella Gemmell
Paul Bailey
Harry Brockway
Angeline Goreau
Hiro Arikawa
Ralph Moody
Alastair Reynolds
Amélie Nothomb
Gabrielle Zevin
Victoria Hanley
Debra Anastasia
Iris Murdoch
Mary Kinzie
Julianna Baggott
